Primary Census Statistical Area                                	2011 Estimate	2010 Census	Type	Rank	Change	Core Based Statistical Areas
Sulphur Springs, TX                                        	        35371	      35161	µSA	 587	+0.60%
Summerville, GA                                            	        25736	      26015	µSA	 659	-1.07%
Sumter, SC                                                 	       107460	     107456	MSA	 309	+0.00%
Sunbury-Lewisburg-Selinsgrove, PA                          	       179224	     179177	CSA	 206	+0.03%	Sunbury, PA µSA | Lewisburg, PA µSA | Selinsgrove, PA µSA
Susanville, CA                                             	        34200	      34895	µSA	 597	-1.99%
Sweetwater, TX                                             	        15269	      15216	µSA	 712	+0.35%
Syracuse-Auburn, NY                                        	       742291	     742603	CSA	  68	-0.04%	Syracuse, NY MSA | Auburn, NY µSA
Tahlequah, OK                                              	        47845	      46987	µSA	 481	+1.83%
Talladega-Sylacauga, AL                                    	        81664	      82291	µSA	 359	-0.76%
Tallahassee, FL                                            	       369758	     367413	MSA	 128	+0.64%
Tallulah, LA                                               	        12004	      12093	µSA	 718	-0.74%
Tampa-St. Petersburg-Clearwater, FL                        	      2824724	    2783243	MSA	  21	+1.49%
Taos, NM                                                   	        32917	      32937	µSA	 602	-0.06%
Taylorville, IL                                            	        34865	      34800	µSA	 592	+0.19%
Terre Haute, IN                                            	       172663	     172425	MSA	 213	+0.14%
Texarkana, TX-Texarkana, AR                                	       136552	     136027	MSA	 262	+0.39%
The Dalles, OR                                             	        25234	      25213	µSA	 664	+0.08%
Thomasville, GA                                            	        44702	      44720	µSA	 510	-0.04%
Tifton, GA                                                 	        41461	      40118	µSA	 528	+3.35%
Toccoa, GA                                                 	        25960	      26175	µSA	 654	-0.82%
Toledo-Fremont, OH                                         	       711000	     712373	CSA	  69	-0.19%	Toledo, OH MSA | Fremont, OH µSA
Topeka, KS                                                 	       234647	     233870	MSA	 170	+0.33%
Traverse City, MI                                          	       144411	     143372	µSA	 253	+0.72%
Troy, AL                                                   	        32915	      32899	µSA	 603	+0.05%
Tucson, AZ                                                 	       989569	     980263	MSA	  56	+0.95%
Tullahoma, TN                                              	       100344	     100210	µSA	 320	+0.13%
Tulsa-Bartlesville, OK                                     	       998438	     988454	CSA	  55	+1.01%	Tulsa, OK MSA | Bartlesville, OK µSA
Tupelo, MS                                                 	       137388	     136268	µSA	 260	+0.82%
Tuscaloosa, AL                                             	       221553	     219461	MSA	 175	+0.95%
Twin Falls, ID                                             	       100687	      99604	µSA	 319	+1.09%
Tyler-Jacksonville, TX                                     	       264521	     260559	CSA	 157	+1.52%	Tyler, TX MSA | Jacksonville, TX µSA
Ukiah, CA                                                  	        87553	      87841	µSA	 348	-0.33%
Union City-Martin, TN-KY                                   	        73525	      73641	CSA	 381	-0.16%	Union City, TN-KY µSA | Martin, TN µSA
Utica-Rome, NY                                             	       298447	     299397	MSA	 145	-0.32%
Uvalde, TX                                                 	        26535	      26405	µSA	 650	+0.49%
Valdosta, GA                                               	       142307	     139588	MSA	 256	+1.95%
Vernal, UT                                                 	        33163	      32588	µSA	 601	+1.76%
Vernon, TX                                                 	        13404	      13535	µSA	 717	-0.97%
Vicksburg, MS                                              	        48346	      48773	µSA	 478	-0.88%
Victoria, TX                                               	       116230	     115384	MSA	 294	+0.73%
Vidalia, GA                                                	        36499	      36346	µSA	 581	+0.42%
Vincennes, IN                                              	        38500	      38440	µSA	 557	+0.16%
Virginia Beach-Norfolk-Newport News, VA-NC                 	      1679894	    1671683	MSA	  37	+0.49%
Visalia-Porterville, CA                                    	       449253	     442179	MSA	 108	+1.60%
Wabash, IN                                                 	        32608	      32888	µSA	 605	-0.85%
Waco, TX                                                   	       238564	     234906	MSA	 167	+1.56%
Walla Walla, WA                                            	        59588	      58781	µSA	 427	+1.37%
Walterboro, SC                                             	        38611	      38892	µSA	 556	-0.72%
Warren, PA                                                 	        41441	      41815	µSA	 529	-0.89%
Warsaw, IN                                                 	        77336	      77358	µSA	 368	-0.03%
Washington Court House, OH                                 	        28985	      29030	µSA	 636	-0.16%
Washington, NC                                             	        47691	      47759	µSA	 483	-0.14%
Washington-Baltimore-Northern Virginia, DC-MD-VA-WV        	      8718083	    8572971	CSA	   4	+1.69%	Washington-Arlington-Alexandria, DC-VA-MD-WV MSA | Baltimore-Towson, MD MSA | Winchester, VA-WV MSA | Lexington Park, MD µSA | Culpeper, VA µSA
Waterloo-Cedar Falls, IA                                   	       168289	     167819	MSA	 218	+0.28%
Watertown, SD                                              	        33420	      33130	µSA	 600	+0.88%
Watertown-Fort Atkinson, WI                                	        83943	      83686	µSA	 355	+0.31%
Watertown-Fort Drum, NY                                    	       117910	     116229	µSA	 291	+1.45%
Wauchula, FL                                               	        27887	      27731	µSA	 644	+0.56%
Wausau-Merrill, WI                                         	       163002	     162806	CSA	 224	+0.12%	Wausau, WI MSA | Merrill, WI µSA
Waycross, GA                                               	        55244	      55070	µSA	 443	+0.32%
Weatherford, OK                                            	        27750	      27469	µSA	 646	+1.02%
Wenatchee-East Wenatchee, WA                               	       112448	     110884	MSA	 301	+1.41%
West Plains, MO                                            	        40665	      40400	µSA	 538	+0.66%
Wheeling, WV-OH                                            	       147197	     147950	MSA	 250	-0.51%
Whitewater, WI                                             	       102931	     102228	µSA	 316	+0.69%
Wichita Falls, TX                                          	       150261	     151306	MSA	 247	-0.69%
Wichita-Winfield, KS                                       	       661798	     659372	CSA	  77	+0.37%	Wichita, KS MSA | Winfield, KS µSA
Williamsport-Lock Haven, PA                                	       155955	     155349	CSA	 235	+0.39%	Williamsport, PA MSA | Lock Haven, PA µSA
Williston, ND                                              	        24374	      22398	µSA	 670	+8.82%
Willmar, MN                                                	        42173	      42239	µSA	 523	-0.16%
Wilmington, NC                                             	       369685	     362315	MSA	 129	+2.03%
Wilson, NC                                                 	        81452	      81234	µSA	 361	+0.27%
Winona, MN                                                 	        51378	      51461	µSA	 465	-0.16%
Woodward, OK                                               	        20034	      20081	µSA	 701	-0.23%
Wooster, OH                                                	       114611	     114520	µSA	 298	+0.08%
Worthington, MN                                            	        21397	      21378	µSA	 692	+0.09%
Yakima, WA                                                 	       247141	     243231	MSA	 165	+1.61%
Yankton, SD                                                	        22612	      22438	µSA	 681	+0.78%
York-Hanover-Gettysburg, PA                                	       538204	     536379	CSA	  96	+0.34%	York-Hanover, PA MSA | Gettysburg, PA µSA
Youngstown-Warren-East Liverpool, OH-PA                    	       670309	     673614	CSA	  76	-0.49%	Youngstown-Warren-Boardman, OH-PA MSA | East Liverpool-Salem, OH µSA
Yuma, AZ                                                   	       200870	     195751	MSA	 192	+2.62%
Zanesville, OH                                             	        86237	      86074	µSA	 349	+0.19%
