francju02		0	0	1	1	1	2013		1
fregoji01		0	0	1	1	1	1984		1
furilca01		0	0	1	5	1	1966		1|1|1|1|1
gaettga01		0	0	1	1	1	2006		1
galanau01		0	0	1	2	1	1968		1|1
gelbech01		0	0	1	4	1	1947		1|1|1|0
gonzalu01		0	0	1	1	1	2014		1
gonzami01		0	0	1	5	1	1950		1|0|0|1|1
granted01		0	0	1	4	1	1938		0|1|1|1
grissma02		0	0	1	1	1	2011		1
guerrpe01		0	0	1	1	1	1998		1
guilloz01		0	0	1	1	1	2006		1
gustifr01		0	0	1	1	1	1958		1
hargrbu01		0	0	1	3	1	1947		1|0|0
hattogr01		0	0	1	2	1	1966		1|0
holmeto01		0	0	1	2	1	1958		1|1
hortowi01		0	0	1	1	1	1986		1
howarfr01		0	0	1	1	1	1979		1
hrbekke01		0	0	1	1	1	2000		1
jacksjo01		0	0	1	1	1	1936		1
jenseja01		0	0	1	6	1	1967		1|1|0|0|1|0
johnsbo01		0	0	1	2	1	1948		1|1
johnsda02		0	0	1	1	1	1984		1
jurgebi01		0	0	1	2	1	1949		1|0
kessido01		0	0	1	1	1	1985		1
kingmda01		0	0	1	1	1	1992		1
kressre01		0	0	1	2	1	1958		0|1
kuheljo01		0	0	1	1	1	1956		1
lansfca01		0	0	1	1	1	1998		1
leachfr01		0	0	1	2	1	1958		1|0
loberha01		0	0	1	4	1	1937		1|0|1|0
lockmwh01		0	0	1	1	1	1966		1
mageesh01		0	0	1	7	1	1937		1|1|0|0|0|1|1
martiti02		0	0	1	1	1	2011		1
mcmanma01		0	0	1	2	1	1958		1|1
milledo02		0	0	1	1	1	1948		1
moorejo02		0	0	1	1	1	1950		1
morriha02		0	0	1	1	1	2006		1
mostijo01		0	0	1	2	1	1956		1|0
muellbi02		0	0	1	1	1	2012		1
murcebo01		0	0	1	1	1	1989		1
olerujo01		0	0	1	1	1	2011		1
pafkoan01		0	0	1	2	1	1966		1|0
peckiro01		0	0	1	9	1	1937		1|1|0|1|1|1|1|0|0
perkicy01		0	0	1	1	1	1958		1
petrori01		0	0	1	1	1	1982		1
powelbo01		0	0	1	1	1	1983		1
powervi01		0	0	1	2	1	1971		1|1
randowi01		0	0	1	1	1	1998		1
russebi01		0	0	1	1	1	1992		1
salmoti01		0	0	1	1	1	2012		1
sauerha01		0	0	1	1	1	1966		1
schreos01		0	0	1	3	1	1937		1|1|1
selkige01		0	0	1	6	1	1948		1|1|1|1|0|0
severha01		0	0	1	1	1	1948		1
sewellu01		0	0	1	4	1	1948		1|1|1|1
sievero01		0	0	1	2	1	1971		1|1
smithea02		0	0	1	2	1	1948		1|1
smithre06		0	0	1	1	1	1988		1
stanked01		0	0	1	1	1	1960		1
stephri01		0	0	1	4	1	1956		1|0|1|1
strawda01		0	0	1	1	1	2005		1
torgeea01		0	0	1	1	1	1967		1
turnete01		0	0	1	1	1	1947		1
vaughmo01		0	0	1	1	1	2009		1
venturo01		0	0	1	1	1	2010		1
virdobi01		0	0	1	2	1	1974		1|0
watsobo01		0	0	1	1	1	1990		1
werbebi01		0	0	1	4	1	1949		1|1|0|1
wertzvi01		0	0	1	9	1	1970		1|1|1|1|1|1|1|1|1
westrwe01		0	0	1	1	1	1964		1
whitebu01		0	0	1	1	1	1956		1
willike01		0	0	1	2	1	1956		1|0
willima04		0	0	1	1	1	2009		1
mayca01		0	0	0	1	0	1983		0
mayje01		0	0	0	1	0	1979		0
rayjo01		0	0	0	1	0	1996		0
saxst01		0	0	0	1	0	2000		0
ageeto01		0	0	0	1	0	1979		0
alouje01		0	0	0	1	0	1985		0
bellja01		0	0	0	1	0	2009		0
bluelu01		0	0	0	1	0	1954		0
cashda01		0	0	0	1	0	1986		0
cruzjo01		0	0	0	1	0	1994		0
gantro01		0	0	0	1	0	2009		0
howear01		0	0	0	1	0	1991		0
huntro01		0	0	0	1	0	1980		0
krukjo01		0	0	0	1	0	2001		0
longhe01		0	0	0	4	0	1936		0|0|0|0
mackco01		0	0	0	1	0	1936		0
otisam01		0	0	0	1	0	1990		0
penato01		0	0	0	1	0	2003		0
pikeli01		0	0	\N	0	0	1936		
pippwa01		0	0	0	1	0	1958		0
puhlte01		0	0	0	1	0	1997		0
remyje01		0	0	0	1	0	1990		0
rudijo01		0	0	0	1	0	1988		0
simsdu01		0	0	0	1	0	1980		0
snowjt01		0	0	0	1	0	2014		0
wynnji01		0	0	0	1	0	1983		0
ziskri01		0	0	0	1	0	1989		0
adamsbo03		0	0	0	1	0	1966		0
adamssp01		0	0	0	2	0	1958		0|0
allenbe01		0	0	0	1	0	1979		0
alleyge01		0	0	0	1	0	1979		0
allisdo01		0	0	\N	0	0	1936		
