Name                                                     	Type	   id	Parent	Children
Corning, NY                                                  	µSA	18500		36101: Steuben County, NY
Corsicana, TX                                                	µSA	18620		48349: Navarro County, TX
Cortland, NY                                                 	µSA	18660		36023: Cortland County, NY
Coshocton, OH                                                	µSA	18740		39031: Coshocton County, OH
Crawfordsville, IN                                           	µSA	18820		18107: Montgomery County, IN
Crescent City, CA                                            	µSA	18860		06015: Del Norte County, CA
Crossville, TN                                               	µSA	18900		47035: Cumberland County, TN
Crowley, LA                                                  	µSA	18940		22001: Acadia Parish, LA
Cullman, AL                                                  	µSA	18980		01043: Cullman County, AL
Culpeper, VA                                                 	µSA	19020		51047: Culpeper County, VA
Danville, KY                                                 	µSA	19220		21021: Boyle County, KY | 21137: Lincoln County, KY
Daphne-Fairhope-Foley, AL                                    	µSA	19300		01003: Baldwin County, AL
Decatur, IN                                                  	µSA	19540		18001: Adams County, IN
Defiance, OH                                                 	µSA	19580		39039: Defiance County, OH
Del Rio, TX                                                  	µSA	19620		48465: Val Verde County, TX
Deming, NM                                                   	µSA	19700		35029: Luna County, NM
DeRidder, LA                                                 	µSA	19760		22011: Beauregard Parish, LA
Dickinson, ND                                                	µSA	19860		38007: Billings County, ND | 38089: Stark County, ND
Dillon, SC                                                   	µSA	19900		45033: Dillon County, SC
Dixon, IL                                                    	µSA	19940		17103: Lee County, IL
Dodge City, KS                                               	µSA	19980		20057: Ford County, KS
Douglas, GA                                                  	µSA	20060		13003: Atkinson County, GA | 13069: Coffee County, GA
Dublin, GA                                                   	µSA	20140		13167: Johnson County, GA | 13175: Laurens County, GA
DuBois, PA                                                   	µSA	20180		42033: Clearfield County, PA
Dumas, TX                                                    	µSA	20300		48341: Moore County, TX
Duncan, OK                                                   	µSA	20340		40137: Stephens County, OK
Dunn, NC                                                     	µSA	20380		37085: Harnett County, NC
Durango, CO                                                  	µSA	20420		08067: La Plata County, CO
Durant, OK                                                   	µSA	20460		40013: Bryan County, OK
Dyersburg, TN                                                	µSA	20540		47045: Dyer County, TN
Eagle Pass, TX                                               	µSA	20580		48323: Maverick County, TX
East Liverpool-Salem, OH                                     	µSA	20620		39029: Columbiana County, OH
Easton, MD                                                   	µSA	20660		24041: Talbot County, MD
East Stroudsburg, PA                                         	µSA	20700		42089: Monroe County, PA
Edwards, CO                                                  	µSA	20780		08037: Eagle County, CO | 08065: Lake County, CO
Effingham, IL                                                	µSA	20820		17049: Effingham County, IL
El Campo, TX                                                 	µSA	20900		48481: Wharton County, TX
El Dorado, AR                                                	µSA	20980		05139: Union County, AR
Elizabeth City, NC                                           	µSA	21020		37029: Camden County, NC | 37139: Pasquotank County, NC | 37143: Perquimans County, NC
Elk City, OK                                                 	µSA	21120		40009: Beckham County, OK
Elko, NV                                                     	µSA	21220		32007: Elko County, NV | 32011: Eureka County, NV
Ellensburg, WA                                               	µSA	21260		53037: Kittitas County, WA
Emporia, KS                                                  	µSA	21380		20017: Chase County, KS | 20111: Lyon County, KS
Enid, OK                                                     	µSA	21420		40047: Garfield County, OK
Enterprise-Ozark, AL                                         	µSA	21460		01031: Coffee County, AL | 01045: Dale County, AL
Escanaba, MI                                                 	µSA	21540		26041: Delta County, MI
Espanola, NM                                                 	µSA	21580		35039: Rio Arriba County, NM
Eufaula, AL-GA                                               	µSA	21640		01005: Barbour County, AL | 13239: Quitman County, GA
Eureka-Arcata-Fortuna, CA                                    	µSA	21700		06023: Humboldt County, CA
Evanston, WY                                                 	µSA	21740		56041: Uinta County, WY
Fairmont, MN                                                 	µSA	21860		27091: Martin County, MN
Fairmont, WV                                                 	µSA	21900		54049: Marion County, WV
Fallon, NV                                                   	µSA	21980		32001: Churchill County, NV
Faribault-Northfield, MN                                     	µSA	22060		27131: Rice County, MN
Farmington, MO                                               	µSA	22100		29187: St. Francois County, MO
Fergus Falls, MN                                             	µSA	22260		27111: Otter Tail County, MN
Fernley, NV                                                  	µSA	22280		32019: Lyon County, NV
Findlay, OH                                                  	µSA	22300		39063: Hancock County, OH
Fitzgerald, GA                                               	µSA	22340		13017: Ben Hill County, GA | 13155: Irwin County, GA
Forest City, NC                                              	µSA	22580		37161: Rutherford County, NC
Forrest City, AR                                             	µSA	22620		05123: St. Francis County, AR
Fort Dodge, IA                                               	µSA	22700		19187: Webster County, IA
Fort Leonard Wood, MO                                        	µSA	22780		29169: Pulaski County, MO
Fort Madison-Keokuk, IA-MO                                   	µSA	22800		19111: Lee County, IA | 29045: Clark County, MO
Fort Morgan, CO                                              	µSA	22820		08087: Morgan County, CO
Fort Payne, AL                                               	µSA	22840		01049: DeKalb County, AL
Fort Polk South, LA                                          	µSA	22860		22115: Vernon Parish, LA
Fort Valley, GA                                              	µSA	22980		13225: Peach County, GA
Frankfort, IN                                                	µSA	23140		18023: Clinton County, IN
Frankfort, KY                                                	µSA	23180		21005: Anderson County, KY | 21073: Franklin County, KY
Fredericksburg, TX                                           	µSA	23240		48171: Gillespie County, TX
Freeport, IL                                                 	µSA	23300		17177: Stephenson County, IL
Fremont, NE                                                  	µSA	23340		31053: Dodge County, NE
Fremont, OH                                                  	µSA	23380		39143: Sandusky County, OH
Gaffney, SC                                                  	µSA	23500		45021: Cherokee County, SC
Gainesville, TX                                              	µSA	23620		48097: Cooke County, TX
Galesburg, IL                                                	µSA	23660		17095: Knox County, IL | 17187: Warren County, IL
Gallup, NM                                                   	µSA	23700		35031: McKinley County, NM
Garden City, KS                                              	µSA	23780		20055: Finney County, KS
Gardnerville Ranchos, NV                                     	µSA	23820		32005: Douglas County, NV
Georgetown, SC                                               	µSA	23860		45043: Georgetown County, SC
Gettysburg, PA                                               	µSA	23900		42001: Adams County, PA
Gillette, WY                                                 	µSA	23940		56005: Campbell County, WY
Glasgow, KY                                                  	µSA	23980		21009: Barren County, KY | 21169: Metcalfe County, KY
Gloversville, NY                                             	µSA	24100		36035: Fulton County, NY
Granbury, TX                                                 	µSA	24180		48221: Hood County, TX | 48425: Somervell County, TX
Grand Island, NE                                             	µSA	24260		31079: Hall County, NE | 31093: Howard County, NE | 31121: Merrick County, NE
Grants, NM                                                   	µSA	24380		35006: Cibola County, NM
Grants Pass, OR                                              	µSA	24420		41033: Josephine County, OR
Great Bend, KS                                               	µSA	24460		20009: Barton County, KS
Greeneville, TN                                              	µSA	24620		47059: Greene County, TN
Greensburg, IN                                               	µSA	24700		18031: Decatur County, IN
Greenville, MS                                               	µSA	24740		28151: Washington County, MS
Greenville, OH                                               	µSA	24820		39037: Darke County, OH
Greenwood, MS                                                	µSA	24900		28015: Carroll County, MS | 28083: Leflore County, MS
Greenwood, SC                                                	µSA	24940		45047: Greenwood County, SC
Grenada, MS                                                  	µSA	24980		28043: Grenada County, MS
Guymon, OK                                                   	µSA	25100		40139: Texas County, OK
Hammond, LA                                                  	µSA	25220		22105: Tangipahoa Parish, LA
Hannibal, MO                                                 	µSA	25300		29127: Marion County, MO | 29173: Ralls County, MO
Harriman, TN                                                 	µSA	25340		47145: Roane County, TN
Harrisburg, IL                                               	µSA	25380		17165: Saline County, IL
Harrison, AR                                                 	µSA	25460		05009: Boone County, AR | 05101: Newton County, AR
Hastings, NE                                                 	µSA	25580		31001: Adams County, NE | 31035: Clay County, NE
Havre, MT                                                    	µSA	25660		30041: Hill County, MT
Hays, KS                                                     	µSA	25700		20051: Ellis County, KS
Heber, UT                                                    	µSA	25720		49051: Wasatch County, UT
Helena, MT                                                   	µSA	25740		30043: Jefferson County, MT | 30049: Lewis and Clark County, MT
Helena-West Helena, AR                                       	µSA	25760		05107: Phillips County, AR
Henderson, NC                                                	µSA	25780		37181: Vance County, NC
Hereford, TX                                                 	µSA	25820		48117: Deaf Smith County, TX
Hilo, HI                                                     	µSA	25900		15001: Hawaii County, HI
Hilton Head Island-Beaufort, SC                              	µSA	25940		45013: Beaufort County, SC | 45053: Jasper County, SC
Hobbs, NM                                                    	µSA	26020		35025: Lea County, NM
Homosassa Springs, FL                                        	µSA	26140		12017: Citrus County, FL
Hood River, OR                                               	µSA	26220		41027: Hood River County, OR
Hope, AR                                                     	µSA	26260		05057: Hempstead County, AR | 05099: Nevada County, AR
Houghton, MI                                                 	µSA	26340		26061: Houghton County, MI | 26083: Keweenaw County, MI
Hudson, NY                                                   	µSA	26460		36021: Columbia County, NY
Humboldt, TN                                                 	µSA	26480		47053: Gibson County, TN
Huntingdon, PA                                               	µSA	26500		42061: Huntingdon County, PA
Huntington, IN                                               	µSA	26540		18069: Huntington County, IN
Huntsville, TX                                               	µSA	26660		48471: Walker County, TX
Huron, SD                                                    	µSA	26700		46005: Beadle County, SD
Hutchinson, KS                                               	µSA	26740		20155: Reno County, KS
Hutchinson, MN                                               	µSA	26780		27085: McLeod County, MN
Indiana, PA                                                  	µSA	26860		42063: Indiana County, PA
Indianola, MS                                                	µSA	26940		28133: Sunflower County, MS
Iron Mountain, MI-WI                                         	µSA	27020		26043: Dickinson County, MI | 55037: Florence County, WI
Jackson, WY-ID                                               	µSA	27220		16081: Teton County, ID | 56039: Teton County, WY
Jacksonville, IL                                             	µSA	27300		17137: Morgan County, IL | 17171: Scott County, IL
Jacksonville, TX                                             	µSA	27380		48073: Cherokee County, TX
Jamestown, ND                                                	µSA	27420		38093: Stutsman County, ND
Jamestown-Dunkirk-Fredonia, NY                               	µSA	27460		36013: Chautauqua County, NY
Jasper, IN                                                   	µSA	27540		18037: Dubois County, IN | 18125: Pike County, IN
Jayuya, PR                                                   	µSA	27580		72073: Jayuya Municipio, PR
Jennings, LA                                                 	µSA	27660		22053: Jefferson Davis Parish, LA
Jesup, GA                                                    	µSA	27700		13305: Wayne County, GA
Juneau, AK                                                   	µSA	27940		02110: Juneau City and Borough, AK
Kahului-Wailuku, HI                                          	µSA	27980		15009: Maui County, HI
Kalispell, MT                                                	µSA	28060		30029: Flathead County, MT
Kapaa, HI                                                    	µSA	28180		15007: Kauai County, HI
Kearney, NE                                                  	µSA	28260		31019: Buffalo County, NE | 31099: Kearney County, NE
Keene, NH                                                    	µSA	28300		33005: Cheshire County, NH
Kendallville, IN                                             	µSA	28340		18113: Noble County, IN
Kennett, MO                                                  	µSA	28380		29069: Dunklin County, MO
Kerrville, TX                                                	µSA	28500		48265: Kerr County, TX
Ketchikan, AK                                                	µSA	28540		02130: Ketchikan Gateway Borough, AK
Key West, FL                                                 	µSA	28580		12087: Monroe County, FL
Kill Devil Hills, NC                                         	µSA	28620		37055: Dare County, NC
Kingsville, TX                                               	µSA	28780		48261: Kenedy County, TX | 48273: Kleberg County, TX
Kinston, NC                                                  	µSA	28820		37107: Lenoir County, NC
Kirksville, MO                                               	µSA	28860		29001: Adair County, MO | 29197: Schuyler County, MO
Klamath Falls, OR                                            	µSA	28900		41035: Klamath County, OR
Kodiak, AK                                                   	µSA	28980		02150: Kodiak Island Borough, AK
Laconia, NH                                                  	µSA	29060		33001: Belknap County, NH
La Follette, TN                                              	µSA	29220		47013: Campbell County, TN
La Grande, OR                                                	µSA	29260		41061: Union County, OR
LaGrange, GA                                                 	µSA	29300		13285: Troup County, GA
Lake City, FL                                                	µSA	29380		12023: Columbia County, FL
Lamesa, TX                                                   	µSA	29500		48115: Dawson County, TX
Lancaster, SC                                                	µSA	29580		45057: Lancaster County, SC
Laramie, WY                                                  	µSA	29660		56001: Albany County, WY
Las Vegas, NM                                                	µSA	29780		35047: San Miguel County, NM
Laurel, MS                                                   	µSA	29860		28061: Jasper County, MS | 28067: Jones County, MS
Laurinburg, NC                                               	µSA	29900		37165: Scotland County, NC
Lawrenceburg, TN                                             	µSA	29980		47099: Lawrence County, TN
Lebanon, MO                                                  	µSA	30060		29105: Laclede County, MO
Lebanon, NH-VT                                               	µSA	30100		33009: Grafton County, NH | 50017: Orange County, VT | 50027: Windsor County, VT
Levelland, TX                                                	µSA	30220		48219: Hockley County, TX
Lewisburg, PA                                                	µSA	30260		42119: Union County, PA
Lewisburg, TN                                                	µSA	30280		47117: Marshall County, TN
Lewistown, PA                                                	µSA	30380		42087: Mifflin County, PA
Lexington, NE                                                	µSA	30420		31047: Dawson County, NE | 31073: Gosper County, NE
Lexington Park, MD                                           	µSA	30500		24037: St. Mary's County, MD
Liberal, KS                                                  	µSA	30580		20175: Seward County, KS
Lincoln, IL                                                  	µSA	30660		17107: Logan County, IL
Lincolnton, NC                                               	µSA	30740		37109: Lincoln County, NC
Lock Haven, PA                                               	µSA	30820		42035: Clinton County, PA
Logansport, IN                                               	µSA	30900		18017: Cass County, IN
London, KY                                                   	µSA	30940		21125: Laurel County, KY
Los Alamos, NM                                               	µSA	31060		35028: Los Alamos County, NM
Lufkin, TX                                                   	µSA	31260		48005: Angelina County, TX
Lumberton, NC                                                	µSA	31300		37155: Robeson County, NC
Macomb, IL                                                   	µSA	31380		17109: McDonough County, IL
Madison, IN                                                  	µSA	31500		18077: Jefferson County, IN
Madisonville, KY                                             	µSA	31580		21107: Hopkins County, KY
Magnolia, AR                                                 	µSA	31620		05027: Columbia County, AR
Malone, NY                                                   	µSA	31660		36033: Franklin County, NY
Manitowoc, WI                                                	µSA	31820		55071: Manitowoc County, WI
Marble Falls, TX                                             	µSA	31920		48053: Burnet County, TX
Marinette, WI-MI                                             	µSA	31940		26109: Menominee County, MI | 55075: Marinette County, WI
Marion, IN                                                   	µSA	31980		18053: Grant County, IN
Marion, OH                                                   	µSA	32020		39101: Marion County, OH
Marion-Herrin, IL                                            	µSA	32060		17199: Williamson County, IL
Marquette, MI                                                	µSA	32100		26103: Marquette County, MI
Marshall, MN                                                 	µSA	32140		27083: Lyon County, MN
Marshall, MO                                                 	µSA	32180		29195: Saline County, MO
Marshall, TX                                                 	µSA	32220		48203: Harrison County, TX
Marshalltown, IA                                             	µSA	32260		19127: Marshall County, IA
Marshfield-Wisconsin Rapids, WI                              	µSA	32270		55141: Wood County, WI
Martin, TN                                                   	µSA	32280		47183: Weakley County, TN
Martinsville, VA                                             	µSA	32300		51089: Henry County, VA | 51690: Martinsville city, VA
Maryville, MO                                                	µSA	32340		29147: Nodaway County, MO
Mason City, IA                                               	µSA	32380		19033: Cerro Gordo County, IA | 19195: Worth County, IA
Mayfield, KY                                                 	µSA	32460		21083: Graves County, KY
Maysville, KY                                                	µSA	32500		21135: Lewis County, KY | 21161: Mason County, KY
McAlester, OK                                                	µSA	32540		40121: Pittsburg County, OK
McComb, MS                                                   	µSA	32620		28005: Amite County, MS | 28113: Pike County, MS
McMinnville, TN                                              	µSA	32660		47177: Warren County, TN
McPherson, KS                                                	µSA	32700		20113: McPherson County, KS
Meadville, PA                                                	µSA	32740		42039: Crawford County, PA
Menomonie, WI                                                	µSA	32860		55033: Dunn County, WI
Meridian, MS                                                 	µSA	32940		28023: Clarke County, MS | 28069: Kemper County, MS | 28075: Lauderdale County, MS
Merrill, WI                                                  	µSA	32980		55069: Lincoln County, WI
Mexico, MO                                                   	µSA	33020		29007: Audrain County, MO
Miami, OK                                                    	µSA	33060		40115: Ottawa County, OK
Middlesborough, KY                                           	µSA	33180		21013: Bell County, KY
Midland, MI                                                  	µSA	33220		26111: Midland County, MI
Milledgeville, GA                                            	µSA	33300		13009: Baldwin County, GA | 13141: Hancock County, GA
Minden, LA                                                   	µSA	33380		22119: Webster Parish, LA
Mineral Wells, TX                                            	µSA	33420		48363: Palo Pinto County, TX
Minot, ND                                                    	µSA	33500		38049: McHenry County, ND | 38075: Renville County, ND | 38101: Ward County, ND
Mitchell, SD                                                 	µSA	33580		46035: Davison County, SD | 46061: Hanson County, SD
Moberly, MO                                                  	µSA	33620		29175: Randolph County, MO
Monroe, WI                                                   	µSA	33820		55045: Green County, WI
Montrose, CO                                                 	µSA	33940		08085: Montrose County, CO
Morehead City, NC                                            	µSA	33980		37031: Carteret County, NC
Morgan City, LA                                              	µSA	34020		22101: St. Mary Parish, LA
Moscow, ID                                                   	µSA	34140		16057: Latah County, ID
Moses Lake, WA                                               	µSA	34180		53025: Grant County, WA
Moultrie, GA                                                 	µSA	34220		13071: Colquitt County, GA
Mountain Home, AR                                            	µSA	34260		05005: Baxter County, AR
Mountain Home, ID                                            	µSA	34300		16039: Elmore County, ID
Mount Airy, NC                                               	µSA	34340		37171: Surry County, NC
Mount Pleasant, MI                                           	µSA	34380		26073: Isabella County, MI
Mount Pleasant, TX                                           	µSA	34420		48449: Titus County, TX
Mount Sterling, KY                                           	µSA	34460		21011: Bath County, KY | 21165: Menifee County, KY | 21173: Montgomery County, KY
Mount Vernon, IL                                             	µSA	34500		17065: Hamilton County, IL | 17081: Jefferson County, IL
Mount Vernon, OH                                             	µSA	34540		39083: Knox County, OH
Murray, KY                                                   	µSA	34660		21035: Calloway County, KY
Muscatine, IA                                                	µSA	34700		19115: Louisa County, IA | 19139: Muscatine County, IA
Muskogee, OK                                                 	µSA	34780		40101: Muskogee County, OK
Nacogdoches, TX                                              	µSA	34860		48347: Nacogdoches County, TX
Natchez, MS-LA                                               	µSA	35020		22029: Concordia Parish, LA | 28001: Adams County, MS
Natchitoches, LA                                             	µSA	35060		22069: Natchitoches Parish, LA
New Bern, NC                                                 	µSA	35100		37049: Craven County, NC | 37103: Jones County, NC | 37137: Pamlico County, NC
Newberry, SC                                                 	µSA	35140		45071: Newberry County, SC
New Castle, IN                                               	µSA	35220		18065: Henry County, IN
New Castle, PA                                               	µSA	35260		42073: Lawrence County, PA
New Iberia, LA                                               	µSA	35340		22045: Iberia Parish, LA
New Philadelphia-Dover, OH                                   	µSA	35420		39157: Tuscarawas County, OH
Newport, TN                                                  	µSA	35460		47029: Cocke County, TN
Newton, IA                                                   	µSA	35500		19099: Jasper County, IA
New Ulm, MN                                                  	µSA	35580		27015: Brown County, MN
Nogales, AZ                                                  	µSA	35700		04023: Santa Cruz County, AZ
Norfolk, NE                                                  	µSA	35740		31119: Madison County, NE | 31139: Pierce County, NE | 31167: Stanton County, NE
North Platte, NE                                             	µSA	35820		31111: Lincoln County, NE | 31113: Logan County, NE | 31117: McPherson County, NE
North Vernon, IN                                             	µSA	35860		18079: Jennings County, IN
North Wilkesboro, NC                                         	µSA	35900		37193: Wilkes County, NC
Norwalk, OH                                                  	µSA	35940		39077: Huron County, OH
Oak Harbor, WA                                               	µSA	36020		53029: Island County, WA
Oak Hill, WV                                                 	µSA	36060		54019: Fayette County, WV
Ocean Pines, MD                                              	µSA	36180		24047: Worcester County, MD
Ogdensburg-Massena, NY                                       	µSA	36300		36089: St. Lawrence County, NY
Oil City, PA                                                 	µSA	36340		42121: Venango County, PA
Okeechobee, FL                                               	µSA	36380		12093: Okeechobee County, FL
Olean, NY                                                    	µSA	36460		36009: Cattaraugus County, NY
Oneonta, NY                                                  	µSA	36580		36077: Otsego County, NY
Ontario, OR-ID                                               	µSA	36620		16075: Payette County, ID | 41045: Malheur County, OR
Opelousas-Eunice, LA                                         	µSA	36660		22097: St. Landry Parish, LA
Orangeburg, SC                                               	µSA	36700		45075: Orangeburg County, SC
Oskaloosa, IA                                                	µSA	36820		19123: Mahaska County, IA
Ottawa-Streator, IL                                          	µSA	36860		17011: Bureau County, IL | 17099: La Salle County, IL | 17155: Putnam County, IL
Ottumwa, IA                                                  	µSA	36900		19179: Wapello County, IA
Owatonna, MN                                                 	µSA	36940		27147: Steele County, MN
Owosso, MI                                                   	µSA	37020		26155: Shiawassee County, MI
Oxford, MS                                                   	µSA	37060		28071: Lafayette County, MS
Paducah, KY-IL                                               	µSA	37140		17127: Massac County, IL | 21007: Ballard County, KY | 21139: Livingston County, KY | 21145: McCracken County, KY
Pahrump, NV                                                  	µSA	37220		32023: Nye County, NV
Palatka, FL                                                  	µSA	37260		12107: Putnam County, FL
Palestine, TX                                                	µSA	37300		48001: Anderson County, TX
Pampa, TX                                                    	µSA	37420		48179: Gray County, TX | 48393: Roberts County, TX
Paragould, AR                                                	µSA	37500		05055: Greene County, AR
Paris, TN                                                    	µSA	37540		47079: Henry County, TN
Paris, TX                                                    	µSA	37580		48277: Lamar County, TX
Parsons, KS                                                  	µSA	37660		20099: Labette County, KS
Payson, AZ                                                   	µSA	37740		04007: Gila County, AZ
Pecos, TX                                                    	µSA	37780		48389: Reeves County, TX
Pella, IA                                                    	µSA	37800		19125: Marion County, IA
Pendleton-Hermiston, OR                                      	µSA	37820		41049: Morrow County, OR | 41059: Umatilla County, OR
Peru, IN                                                     	µSA	37940		18103: Miami County, IN
Phoenix Lake-Cedar Ridge, CA                                 	µSA	38020		06109: Tuolumne County, CA
Picayune, MS                                                 	µSA	38100		28109: Pearl River County, MS
Pierre, SD                                                   	µSA	38180		46065: Hughes County, SD | 46117: Stanley County, SD
Pierre Part, LA                                              	µSA	38200		22007: Assumption Parish, LA
Pittsburg, KS                                                	µSA	38260		20037: Crawford County, KS
Plainview, TX                                                	µSA	38380		48189: Hale County, TX
Platteville, WI                                              	µSA	38420		55043: Grant County, WI
Plattsburgh, NY                                              	µSA	38460		36019: Clinton County, NY
Plymouth, IN                                                 	µSA	38500		18099: Marshall County, IN
Point Pleasant, WV-OH                                        	µSA	38580		39053: Gallia County, OH | 54053: Mason County, WV
Ponca City, OK                                               	µSA	38620		40071: Kay County, OK
Pontiac, IL                                                  	µSA	38700		17105: Livingston County, IL
Poplar Bluff, MO                                             	µSA	38740		29023: Butler County, MO
Portales, NM                                                 	µSA	38780		35041: Roosevelt County, NM
Port Angeles, WA                                             	µSA	38820		53009: Clallam County, WA
Portsmouth, OH                                               	µSA	39020		39145: Scioto County, OH
Pottsville, PA                                               	µSA	39060		42107: Schuylkill County, PA
Price, UT                                                    	µSA	39220		49007: Carbon County, UT
Prineville, OR                                               	µSA	39260		41013: Crook County, OR
Pullman, WA                                                  	µSA	39420		53075: Whitman County, WA
Quincy, IL-MO                                                	µSA	39500		17001: Adams County, IL | 29111: Lewis County, MO
Raymondville, TX                                             	µSA	39700		48489: Willacy County, TX
Red Bluff, CA                                                	µSA	39780		06103: Tehama County, CA
Red Wing, MN                                                 	µSA	39860		27049: Goodhue County, MN
Rexburg, ID                                                  	µSA	39940		16043: Fremont County, ID | 16065: Madison County, ID
Richmond, IN                                                 	µSA	39980		18177: Wayne County, IN
Richmond-Berea, KY                                           	µSA	40080		21151: Madison County, KY | 21203: Rockcastle County, KY
Rio Grande City-Roma, TX                                     	µSA	40100		48427: Starr County, TX
Riverton, WY                                                 	µSA	40180		56013: Fremont County, WY
Roanoke Rapids, NC                                           	µSA	40260		37083: Halifax County, NC | 37131: Northampton County, NC
Rochelle, IL                                                 	µSA	40300		17141: Ogle County, IL
Rockingham, NC                                               	µSA	40460		37153: Richmond County, NC
Rockland, ME                                                 	µSA	40500		23013: Knox County, ME
Rock Springs, WY                                             	µSA	40540		56037: Sweetwater County, WY
Rolla, MO                                                    	µSA	40620		29161: Phelps County, MO
Roseburg, OR                                                 	µSA	40700		41019: Douglas County, OR
Roswell, NM                                                  	µSA	40740		35005: Chaves County, NM
Ruidoso, NM                                                  	µSA	40760		35027: Lincoln County, NM
Russellville, AR                                             	µSA	40780		05115: Pope County, AR | 05149: Yell County, AR
Ruston, LA                                                   	µSA	40820		22049: Jackson Parish, LA | 22061: Lincoln Parish, LA
Rutland, VT                                                  	µSA	40860		50021: Rutland County, VT
Safford, AZ                                                  	µSA	40940		04009: Graham County, AZ | 04011: Greenlee County, AZ
St. Marys, GA                                                	µSA	41220		13039: Camden County, GA
St. Marys, PA                                                	µSA	41260		42047: Elk County, PA
Salina, KS                                                   	µSA	41460		20143: Ottawa County, KS | 20169: Saline County, KS
Salisbury, NC                                                	µSA	41580		37159: Rowan County, NC
Sanford, NC                                                  	µSA	41820		37105: Lee County, NC
Santa Isabel, PR                                             	µSA	42180		72133: Santa Isabel Municipio, PR
Sault Ste. Marie, MI                                         	µSA	42300		26033: Chippewa County, MI
Sayre, PA                                                    	µSA	42380		42015: Bradford County, PA
Scottsbluff, NE                                              	µSA	42420		31007: Banner County, NE | 31157: Scotts Bluff County, NE
Scottsboro, AL                                               	µSA	42460		01071: Jackson County, AL
Scottsburg, IN                                               	µSA	42500		18143: Scott County, IN
Seaford, DE                                                  	µSA	42580		10005: Sussex County, DE
Searcy, AR                                                   	µSA	42620		05145: White County, AR
Sebring, FL                                                  	µSA	42700		12055: Highlands County, FL
Sedalia, MO                                                  	µSA	42740		29159: Pettis County, MO
Selinsgrove, PA                                              	µSA	42780		42109: Snyder County, PA
Selma, AL                                                    	µSA	42820		01047: Dallas County, AL
Seneca, SC                                                   	µSA	42860		45073: Oconee County, SC
Seneca Falls, NY                                             	µSA	42900		36099: Seneca County, NY
Sevierville, TN                                              	µSA	42940		47155: Sevier County, TN
Seymour, IN                                                  	µSA	42980		18071: Jackson County, IN
Shawnee, OK                                                  	µSA	43060		40125: Pottawatomie County, OK
Shelby, NC                                                   	µSA	43140		37045: Cleveland County, NC
Shelbyville, TN                                              	µSA	43180		47003: Bedford County, TN
Shelton, WA                                                  	µSA	43220		53045: Mason County, WA
Sheridan, WY                                                 	µSA	43260		56033: Sheridan County, WY
Show Low, AZ                                                 	µSA	43320		04017: Navajo County, AZ
Sidney, OH                                                   	µSA	43380		39149: Shelby County, OH
Sierra Vista-Douglas, AZ                                     	µSA	43420		04003: Cochise County, AZ
Sikeston, MO                                                 	µSA	43460		29201: Scott County, MO
Silver City, NM                                              	µSA	43500		35017: Grant County, NM
Silverthorne, CO                                             	µSA	43540		08117: Summit County, CO
Snyder, TX                                                   	µSA	43660		48415: Scurry County, TX
Somerset, KY                                                 	µSA	43700		21199: Pulaski County, KY
Somerset, PA                                                 	µSA	43740		42111: Somerset County, PA
Southern Pines-Pinehurst, NC                                 	µSA	43860		37125: Moore County, NC
Spearfish, SD                                                	µSA	43940		46081: Lawrence County, SD
Spencer, IA                                                  	µSA	43980		19041: Clay County, IA
Spirit Lake, IA                                              	µSA	44020		19059: Dickinson County, IA
Starkville, MS                                               	µSA	44260		28105: Oktibbeha County, MS
Statesboro, GA                                               	µSA	44340		13031: Bulloch County, GA
Statesville-Mooresville, NC                                  	µSA	44380		37097: Iredell County, NC
Staunton-Waynesboro, VA                                      	µSA	44420		51015: Augusta County, VA | 51790: Staunton city, VA | 51820: Waynesboro city, VA
Stephenville, TX                                             	µSA	44500		48143: Erath County, TX
Sterling, CO                                                 	µSA	44540		08075: Logan County, CO
Sterling, IL                                                 	µSA	44580		17195: Whiteside County, IL
Stevens Point, WI                                            	µSA	44620		55097: Portage County, WI
Stillwater, OK                                               	µSA	44660		40119: Payne County, OK
Storm Lake, IA                                               	µSA	44740		19021: Buena Vista County, IA
Sturgis, MI                                                  	µSA	44780		26149: St. Joseph County, MI
Sulphur Springs, TX                                          	µSA	44860		48223: Hopkins County, TX
Summerville, GA                                              	µSA	44900		13055: Chattooga County, GA
Sunbury, PA                                                  	µSA	44980		42097: Northumberland County, PA
Susanville, CA                                               	µSA	45000		06035: Lassen County, CA
Sweetwater, TX                                               	µSA	45020		48353: Nolan County, TX
Tahlequah, OK                                                	µSA	45140		40021: Cherokee County, OK
Talladega-Sylacauga, AL                                      	µSA	45180		01121: Talladega County, AL
Tallulah, LA                                                 	µSA	45260		22065: Madison Parish, LA
Taos, NM                                                     	µSA	45340		35055: Taos County, NM
Taylorville, IL                                              	µSA	45380		17021: Christian County, IL
The Dalles, OR                                               	µSA	45520		41065: Wasco County, OR
The Villages, FL                                             	µSA	45540		12119: Sumter County, FL
Thomaston, GA                                                	µSA	45580		13293: Upson County, GA
Thomasville, GA                                              	µSA	45620		13275: Thomas County, GA
Thomasville-Lexington, NC                                    	µSA	45640		37057: Davidson County, NC
Tiffin, OH                                                   	µSA	45660		39147: Seneca County, OH
Tifton, GA                                                   	µSA	45700		13277: Tift County, GA
Toccoa, GA                                                   	µSA	45740		13257: Stephens County, GA
Torrington, CT                                               	µSA	45860		09005: Litchfield County, CT
